Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
training @ iter =  318900 , cost =  0.0110393669456
training @ iter =  319000 , cost =  0.0558106154203
training @ iter =  319100 , cost =  0.0132513996214
training @ iter =  319200 , cost =  0.00275020161644
training @ iter =  319300 , cost =  0.00223939679563
training @ iter =  319400 , cost =  0.0076480214484
training @ iter =  319500 , cost =  0.0307364035398
training @ iter =  319600 , cost =  0.0291205272079
training @ iter =  319700 , cost =  0.0531002059579
training @ iter =  319800 , cost =  0.000688580039423
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  319900 , cost =  0.00745825655758
iter  319999  validation
epoch 13, iter 320000, validation error 0.754000 %
epoch 13, iter 320000, train minibatch error 2.000000 %
epoch 13, iter 320000, train buffer error 0.300000 %
training @ iter =  320000 , cost =  0.000997083145194
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.2
-->  23 31950 chunk_8_50000.pkl
training @ iter =  320100 , cost =  0.00659161154181
training @ iter =  320200 , cost =  0.0367915183306
training @ iter =  320300 , cost =  0.00188941718079
training @ iter =  320400 , cost =  0.0680164322257
training @ iter =  320500 , cost =  0.00976131204516
training @ iter =  320600 , cost =  0.000268759205937
training @ iter =  320700 , cost =  0.00218364899047
training @ iter =  320800 , cost =  0.00215515843593
training @ iter =  320900 , cost =  0.000523149908986
training @ iter =  321000 , cost =  0.00781240919605
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34800 chunk_9_50000.pkl
training @ iter =  321100 , cost =  0.00236481125467
training @ iter =  321200 , cost =  0.00985058862716
training @ iter =  321300 , cost =  0.00212822109461
training @ iter =  321400 , cost =  0.00329413684085
training @ iter =  321500 , cost =  0.00684195896611
training @ iter =  321600 , cost =  0.0104899276048
training @ iter =  321700 , cost =  0.088829614222
training @ iter =  321800 , cost =  0.0214268416166
training @ iter =  321900 , cost =  0.0536470301449
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
iter  321999  validation
epoch 14, iter 322000, validation error 0.761000 %
epoch 14, iter 322000, train minibatch error 2.000000 %
epoch 14, iter 322000, train buffer error 0.900000 %
training @ iter =  322000 , cost =  0.00763152586296
training @ iter =  322100 , cost =  0.00199191574939
training @ iter =  322200 , cost =  0.0039204871282
training @ iter =  322300 , cost =  0.0776359811425
training @ iter =  322400 , cost =  0.00393731845543
training @ iter =  322500 , cost =  0.00372671126388
training @ iter =  322600 , cost =  0.0070257037878
training @ iter =  322700 , cost =  0.0142670152709
training @ iter =  322800 , cost =  0.0200228448957
training @ iter =  322900 , cost =  0.062379874289
training @ iter =  323000 , cost =  0.0122846914455
training @ iter =  323100 , cost =  0.072239600122
training @ iter =  323200 , cost =  0.0645312964916
training @ iter =  323300 , cost =  0.0754825770855
training @ iter =  323400 , cost =  0.0553754866123
training @ iter =  323500 , cost =  0.0584645308554
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6650 chunk_12_50000.pkl
training @ iter =  323600 , cost =  0.00189618451986
training @ iter =  323700 , cost =  0.000489974394441
training @ iter =  323800 , cost =  0.00107226590626
training @ iter =  323900 , cost =  0.00850739888847
iter  323999  validation
epoch 14, iter 324000, validation error 0.759000 %
epoch 14, iter 324000, train minibatch error 0.000000 %
epoch 14, iter 324000, train buffer error 0.200000 %
training @ iter =  324000 , cost =  0.121436022222
training @ iter =  324100 , cost =  0.00534346047789
training @ iter =  324200 , cost =  0.0307152159512
--> train minibatch error =  0.18
-->  2 44550 chunk_12_50000.pkl
training @ iter =  324300 , cost =  0.0154414474964
training @ iter =  324400 , cost =  0.00344868726097
training @ iter =  324500 , cost =  0.00113357137889
training @ iter =  324600 , cost =  0.105581872165
training @ iter =  324700 , cost =  0.0167629364878
training @ iter =  324800 , cost =  0.00413219258189
training @ iter =  324900 , cost =  0.00395603384823
training @ iter =  325000 , cost =  0.0050444630906
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
training @ iter =  325100 , cost =  0.0135658858344
training @ iter =  325200 , cost =  0.169359192252
training @ iter =  325300 , cost =  0.0249070450664
training @ iter =  325400 , cost =  0.128863885999
training @ iter =  325500 , cost =  0.0212493706495
training @ iter =  325600 , cost =  0.00999941304326
training @ iter =  325700 , cost =  0.00139282539021
training @ iter =  325800 , cost =  0.00481776287779
training @ iter =  325900 , cost =  0.00373853510246
iter  325999  validation
epoch 14, iter 326000, validation error 0.760000 %
epoch 14, iter 326000, train minibatch error 0.000000 %
epoch 14, iter 326000, train buffer error 1.100000 %
training @ iter =  326000 , cost =  0.00542806694284
training @ iter =  326100 , cost =  0.00358588574454
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  326200 , cost =  0.00475366413593
training @ iter =  326300 , cost =  0.00628932053223
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
training @ iter =  326400 , cost =  0.00959293078631
training @ iter =  326500 , cost =  0.00496672047302
training @ iter =  326600 , cost =  0.00282226828858
training @ iter =  326700 , cost =  0.00756182614714
training @ iter =  326800 , cost =  0.00335172284395
training @ iter =  326900 , cost =  0.0704843699932
training @ iter =  327000 , cost =  0.0910439863801
training @ iter =  327100 , cost =  0.00356987444684
training @ iter =  327200 , cost =  0.000489685626235
training @ iter =  327300 , cost =  0.0107733430341
training @ iter =  327400 , cost =  0.00957571528852
training @ iter =  327500 , cost =  0.00314130913466
training @ iter =  327600 , cost =  0.0850827023387
training @ iter =  327700 , cost =  0.00252969865687
training @ iter =  327800 , cost =  0.0117548704147
training @ iter =  327900 , cost =  0.00129122834187
iter  327999  validation
epoch 14, iter 328000, validation error 0.761000 %
epoch 14, iter 328000, train minibatch error 0.000000 %
epoch 14, iter 328000, train buffer error 1.000000 %
training @ iter =  328000 , cost =  0.102077111602
training @ iter =  328100 , cost =  0.110555410385
training @ iter =  328200 , cost =  0.00549923302606
training @ iter =  328300 , cost =  0.00515846675262
training @ iter =  328400 , cost =  0.00136052432936
training @ iter =  328500 , cost =  0.00124088197481
training @ iter =  328600 , cost =  0.00206032698043
training @ iter =  328700 , cost =  0.00358442869037
training @ iter =  328800 , cost =  0.0427539907396
training @ iter =  328900 , cost =  0.00890482868999
training @ iter =  329000 , cost =  0.006046671886
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  329100 , cost =  0.0646715015173
training @ iter =  329200 , cost =  0.0280667189509
training @ iter =  329300 , cost =  0.00639195134863
training @ iter =  329400 , cost =  0.0644854232669
--> train minibatch error =  0.16
-->  8 4750 chunk_18_50000.pkl
training @ iter =  329500 , cost =  0.0546015501022
training @ iter =  329600 , cost =  0.0329478159547
training @ iter =  329700 , cost =  0.0578501336277
training @ iter =  329800 , cost =  0.0382836908102
training @ iter =  329900 , cost =  0.00407372741029
iter  329999  validation
epoch 14, iter 330000, validation error 0.770000 %
epoch 14, iter 330000, train minibatch error 0.000000 %
epoch 14, iter 330000, train buffer error 0.600000 %
training @ iter =  330000 , cost =  0.0534575879574
--> train minibatch error =  0.32
-->  8 30350 chunk_18_50000.pkl
training @ iter =  330100 , cost =  0.0107146091759
training @ iter =  330200 , cost =  0.00105373712722
training @ iter =  330300 , cost =  0.0034984361846
training @ iter =  330400 , cost =  0.0444409288466
training @ iter =  330500 , cost =  0.00856848619878
training @ iter =  330600 , cost =  0.00313845369965
training @ iter =  330700 , cost =  0.00168629502878
training @ iter =  330800 , cost =  0.0618741810322
training @ iter =  330900 , cost =  0.00278098415583
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  331000 , cost =  0.0149489734322
training @ iter =  331100 , cost =  0.00904640834779
training @ iter =  331200 , cost =  0.0875032991171
training @ iter =  331300 , cost =  0.0033038277179
training @ iter =  331400 , cost =  0.00853412598372
training @ iter =  331500 , cost =  0.116444349289
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  331600 , cost =  0.0152347004041
training @ iter =  331700 , cost =  0.125967174768
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  331800 , cost =  0.012031908147
training @ iter =  331900 , cost =  0.24002468586
iter  331999  validation
epoch 14, iter 332000, validation error 0.761000 %
epoch 14, iter 332000, train minibatch error 2.000000 %
epoch 14, iter 332000, train buffer error 0.800000 %
training @ iter =  332000 , cost =  0.00356644252315
training @ iter =  332100 , cost =  0.0117163658142
training @ iter =  332200 , cost =  0.00543902348727
training @ iter =  332300 , cost =  0.00744381407276
training @ iter =  332400 , cost =  0.0064793061465
training @ iter =  332500 , cost =  0.00567834638059
training @ iter =  332600 , cost =  0.00197291607037
training @ iter =  332700 , cost =  0.0301779992878
training @ iter =  332800 , cost =  0.00428332621232
training @ iter =  332900 , cost =  0.0476018860936
training @ iter =  333000 , cost =  0.16880685091
training @ iter =  333100 , cost =  0.00822286214679
training @ iter =  333200 , cost =  0.00629801256582
training @ iter =  333300 , cost =  0.125579953194
training @ iter =  333400 , cost =  0.0241761300713
--> train minibatch error =  0.18
-->  12 750 chunk_22_50000.pkl
training @ iter =  333500 , cost =  0.00607815617695
training @ iter =  333600 , cost =  0.00974474381655
training @ iter =  333700 , cost =  0.0119882468134
training @ iter =  333800 , cost =  0.00270379311405
training @ iter =  333900 , cost =  0.0432591624558
iter  333999  validation
epoch 14, iter 334000, validation error 0.757000 %
epoch 14, iter 334000, train minibatch error 2.000000 %
epoch 14, iter 334000, train buffer error 1.000000 %
training @ iter =  334000 , cost =  0.0120252557099
training @ iter =  334100 , cost =  0.00159488769714
training @ iter =  334200 , cost =  0.00251511042006
training @ iter =  334300 , cost =  0.0097995698452
training @ iter =  334400 , cost =  0.0251114703715
training @ iter =  334500 , cost =  0.00415800651535
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  334600 , cost =  0.00107049837243
training @ iter =  334700 , cost =  0.0290588326752
training @ iter =  334800 , cost =  0.0163259878755
training @ iter =  334900 , cost =  0.0306363254786
training @ iter =  335000 , cost =  0.0335794389248
training @ iter =  335100 , cost =  0.00192109169438
training @ iter =  335200 , cost =  0.0640262290835
training @ iter =  335300 , cost =  0.0846740826964
training @ iter =  335400 , cost =  0.00564928166568
training @ iter =  335500 , cost =  0.0582438223064
training @ iter =  335600 , cost =  0.0152741996571
training @ iter =  335700 , cost =  0.00341288070194
training @ iter =  335800 , cost =  0.00174127309583
training @ iter =  335900 , cost =  0.00314940162934
iter  335999  validation
epoch 14, iter 336000, validation error 0.770000 %
epoch 14, iter 336000, train minibatch error 2.000000 %
epoch 14, iter 336000, train buffer error 1.200000 %
training @ iter =  336000 , cost =  0.0178722068667
training @ iter =  336100 , cost =  0.0100685618818
training @ iter =  336200 , cost =  0.0084642348811
training @ iter =  336300 , cost =  0.00189538812265
training @ iter =  336400 , cost =  0.0547769404948
training @ iter =  336500 , cost =  0.00210055359639
training @ iter =  336600 , cost =  0.0414195619524
training @ iter =  336700 , cost =  0.00792345311493
training @ iter =  336800 , cost =  0.0115094128996
training @ iter =  336900 , cost =  0.0253497473896
training @ iter =  337000 , cost =  0.0962518528104
training @ iter =  337100 , cost =  0.00185439025518
training @ iter =  337200 , cost =  0.288897037506
training @ iter =  337300 , cost =  0.000182864983799
training @ iter =  337400 , cost =  0.00545480009168
training @ iter =  337500 , cost =  0.0084089608863
training @ iter =  337600 , cost =  0.00287915230729
training @ iter =  337700 , cost =  0.00192210439127
training @ iter =  337800 , cost =  0.0464943870902
training @ iter =  337900 , cost =  0.00271435407922
iter  337999  validation
epoch 14, iter 338000, validation error 0.762000 %
epoch 14, iter 338000, train minibatch error 0.000000 %
epoch 14, iter 338000, train buffer error 1.000000 %
training @ iter =  338000 , cost =  0.00407490693033
training @ iter =  338100 , cost =  0.00195559253916
training @ iter =  338200 , cost =  0.00382239278406
training @ iter =  338300 , cost =  0.0207526963204
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  338400 , cost =  0.010719453916
training @ iter =  338500 , cost =  0.0294891577214
training @ iter =  338600 , cost =  0.0468132123351
training @ iter =  338700 , cost =  0.0134386625141
training @ iter =  338800 , cost =  0.185607999563
training @ iter =  338900 , cost =  0.0251325517893
training @ iter =  339000 , cost =  0.0109624741599
training @ iter =  339100 , cost =  0.00127708469518
training @ iter =  339200 , cost =  0.0152989532799
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
training @ iter =  339300 , cost =  0.00230707251467
training @ iter =  339400 , cost =  0.0161634441465
training @ iter =  339500 , cost =  0.00428347894922
training @ iter =  339600 , cost =  0.00182985945139
training @ iter =  339700 , cost =  0.0087793264538
training @ iter =  339800 , cost =  0.0458423011005
training @ iter =  339900 , cost =  0.00351917766966
iter  339999  validation
epoch 14, iter 340000, validation error 0.769000 %
epoch 14, iter 340000, train minibatch error 0.000000 %
epoch 14, iter 340000, train buffer error 0.600000 %
training @ iter =  340000 , cost =  0.00223429198377
training @ iter =  340100 , cost =  0.0073363725096
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  340200 , cost =  0.0173666682094
training @ iter =  340300 , cost =  0.0404589809477
training @ iter =  340400 , cost =  0.00318226148374
training @ iter =  340500 , cost =  0.0116842743009
training @ iter =  340600 , cost =  0.00510885380208
training @ iter =  340700 , cost =  0.056606143713
training @ iter =  340800 , cost =  0.0898055061698
training @ iter =  340900 , cost =  0.00170655164402
training @ iter =  341000 , cost =  0.00254892162047
training @ iter =  341100 , cost =  0.00377830117941
training @ iter =  341200 , cost =  0.00294849462807
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  341300 , cost =  0.0331969149411
training @ iter =  341400 , cost =  0.0619568824768
training @ iter =  341500 , cost =  0.0792730972171
training @ iter =  341600 , cost =  0.0194101929665
training @ iter =  341700 , cost =  0.0100910374895
training @ iter =  341800 , cost =  0.0752829387784
training @ iter =  341900 , cost =  0.00476124323905
iter  341999  validation
epoch 14, iter 342000, validation error 0.765000 %
epoch 14, iter 342000, train minibatch error 0.000000 %
epoch 14, iter 342000, train buffer error 0.600000 %
training @ iter =  342000 , cost =  0.0173563696444
training @ iter =  342100 , cost =  0.00110534683336
training @ iter =  342200 , cost =  0.11884393543
training @ iter =  342300 , cost =  0.00217397883534
training @ iter =  342400 , cost =  0.0567306987941
training @ iter =  342500 , cost =  0.00527266971767
training @ iter =  342600 , cost =  0.00280649820343
training @ iter =  342700 , cost =  0.00513104861602
training @ iter =  342800 , cost =  0.00375459250063
training @ iter =  342900 , cost =  0.0577445887029
training @ iter =  343000 , cost =  0.00410976307467
training @ iter =  343100 , cost =  0.0385910049081
training @ iter =  343200 , cost =  0.00137972622178
training @ iter =  343300 , cost =  0.0138326697052
training @ iter =  343400 , cost =  0.00185947900172
training @ iter =  343500 , cost =  0.0276290867478
training @ iter =  343600 , cost =  0.0169226247817
training @ iter =  343700 , cost =  0.0151483369991
training @ iter =  343800 , cost =  0.00187625316903
training @ iter =  343900 , cost =  0.179190069437
iter  343999  validation
epoch 14, iter 344000, validation error 0.760000 %
epoch 14, iter 344000, train minibatch error 0.000000 %
epoch 14, iter 344000, train buffer error 0.800000 %
training @ iter =  344000 , cost =  0.000572261225898
training @ iter =  344100 , cost =  0.00119933590759
training @ iter =  344200 , cost =  0.00910827796906
training @ iter =  344300 , cost =  0.0441682040691
training @ iter =  344400 , cost =  0.0182017851621
training @ iter =  344500 , cost =  0.00313988560811
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  344600 , cost =  0.0032338523306
training @ iter =  344700 , cost =  0.0134893879294
--> train minibatch error =  0.12
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.2
-->  23 31950 chunk_8_50000.pkl
training @ iter =  344800 , cost =  0.0127506395802
training @ iter =  344900 , cost =  0.00148292025551
training @ iter =  345000 , cost =  0.00282843131572
training @ iter =  345100 , cost =  0.00100552116055
training @ iter =  345200 , cost =  0.00204762280919
training @ iter =  345300 , cost =  0.00340824364685
training @ iter =  345400 , cost =  0.00388539140113
training @ iter =  345500 , cost =  0.0144081041217
training @ iter =  345600 , cost =  0.012942859903
training @ iter =  345700 , cost =  0.201776146889
training @ iter =  345800 , cost =  0.00283233704977
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.2
-->  24 34800 chunk_9_50000.pkl
training @ iter =  345900 , cost =  0.00548612931743
iter  345999  validation
epoch 14, iter 346000, validation error 0.769000 %
epoch 14, iter 346000, train minibatch error 0.000000 %
epoch 14, iter 346000, train buffer error 0.600000 %
training @ iter =  346000 , cost =  0.0332328565419
training @ iter =  346100 , cost =  0.00998056028038
training @ iter =  346200 , cost =  0.00180405785795
training @ iter =  346300 , cost =  0.00261802203022
training @ iter =  346400 , cost =  0.00612333975732
training @ iter =  346500 , cost =  0.00158757390454
training @ iter =  346600 , cost =  0.00164341239724
training @ iter =  346700 , cost =  0.0481415949762
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  346800 , cost =  0.00176712090615
training @ iter =  346900 , cost =  0.0180772636086
training @ iter =  347000 , cost =  0.0411121807992
training @ iter =  347100 , cost =  0.000405089493142
training @ iter =  347200 , cost =  0.00919308513403
training @ iter =  347300 , cost =  0.00104546593502
training @ iter =  347400 , cost =  0.0128652313724
training @ iter =  347500 , cost =  0.0379543416202
training @ iter =  347600 , cost =  0.0100637795404
training @ iter =  347700 , cost =  0.00171000987757
training @ iter =  347800 , cost =  0.00686525413767
training @ iter =  347900 , cost =  0.00565637368709
iter  347999  validation
epoch 15, iter 348000, validation error 0.758000 %
epoch 15, iter 348000, train minibatch error 0.000000 %
epoch 15, iter 348000, train buffer error 0.300000 %
training @ iter =  348000 , cost =  0.00410341192037
training @ iter =  348100 , cost =  0.00253398786299
training @ iter =  348200 , cost =  0.0322631783783
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.14
-->  2 6650 chunk_12_50000.pkl
training @ iter =  348300 , cost =  0.0091304294765
training @ iter =  348400 , cost =  0.0229327268898
training @ iter =  348500 , cost =  0.00222421414219
training @ iter =  348600 , cost =  0.00151862401981
training @ iter =  348700 , cost =  0.00579602783546
training @ iter =  348800 , cost =  0.0165484901518
training @ iter =  348900 , cost =  0.00530719524249
training @ iter =  349000 , cost =  0.00817222241312
--> train minibatch error =  0.18
-->  2 44550 chunk_12_50000.pkl
training @ iter =  349100 , cost =  0.000465666380478
training @ iter =  349200 , cost =  0.0205785483122
training @ iter =  349300 , cost =  0.00162684265524
training @ iter =  349400 , cost =  0.0045428504236
training @ iter =  349500 , cost =  0.151503413916
training @ iter =  349600 , cost =  0.0374498069286
training @ iter =  349700 , cost =  0.0130600519478
training @ iter =  349800 , cost =  0.00952988304198
--> train minibatch error =  0.18
-->  3 34000 chunk_13_50000.pkl
training @ iter =  349900 , cost =  0.00178518181201
Learning rate:  7.8125e-05
iter  349999  validation
epoch 15, iter 350000, validation error 0.759000 %
epoch 15, iter 350000, train minibatch error 0.000000 %
epoch 15, iter 350000, train buffer error 0.700000 %
training @ iter =  350000 , cost =  0.00139049754944
training @ iter =  350100 , cost =  0.00600618077442
training @ iter =  350200 , cost =  0.00134758849163
training @ iter =  350300 , cost =  0.007505311165
training @ iter =  350400 , cost =  0.0526414364576
training @ iter =  350500 , cost =  0.0228979643434
training @ iter =  350600 , cost =  0.00301250303164
training @ iter =  350700 , cost =  0.0597579777241
training @ iter =  350800 , cost =  0.0286500379443
--> train minibatch error =  0.16
-->  4 36550 chunk_14_50000.pkl
training @ iter =  350900 , cost =  0.0105396257713
training @ iter =  351000 , cost =  0.000514975574333
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
training @ iter =  351100 , cost =  0.0164372567087
training @ iter =  351200 , cost =  0.00203255959786
training @ iter =  351300 , cost =  0.037194930017
training @ iter =  351400 , cost =  0.03394497931
training @ iter =  351500 , cost =  0.0393463782966
training @ iter =  351600 , cost =  0.00778076704592
training @ iter =  351700 , cost =  0.0172183066607
training @ iter =  351800 , cost =  0.00613761600107
training @ iter =  351900 , cost =  0.0103356456384
iter  351999  validation
epoch 15, iter 352000, validation error 0.760000 %
epoch 15, iter 352000, train minibatch error 0.000000 %
epoch 15, iter 352000, train buffer error 0.700000 %
training @ iter =  352000 , cost =  0.0178334601223
training @ iter =  352100 , cost =  0.00163632153999
training @ iter =  352200 , cost =  0.00063471501926
training @ iter =  352300 , cost =  0.0125097222626
training @ iter =  352400 , cost =  0.0262310095131
training @ iter =  352500 , cost =  0.00721613643691
training @ iter =  352600 , cost =  0.00393376778811
training @ iter =  352700 , cost =  0.00124734616838
training @ iter =  352800 , cost =  0.00103309261613
training @ iter =  352900 , cost =  0.00135254894849
training @ iter =  353000 , cost =  0.0166835729033
training @ iter =  353100 , cost =  0.00907044205815
training @ iter =  353200 , cost =  0.000727156701032
training @ iter =  353300 , cost =  0.0091692795977
training @ iter =  353400 , cost =  0.0100871277973
training @ iter =  353500 , cost =  0.0165261738002
training @ iter =  353600 , cost =  0.00853536278009
training @ iter =  353700 , cost =  0.118944533169
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  353800 , cost =  0.0632162839174
training @ iter =  353900 , cost =  0.00361124821939
iter  353999  validation
epoch 15, iter 354000, validation error 0.759000 %
epoch 15, iter 354000, train minibatch error 0.000000 %
epoch 15, iter 354000, train buffer error 0.100000 %
training @ iter =  354000 , cost =  0.00221862690523
training @ iter =  354100 , cost =  0.00454380502924
training @ iter =  354200 , cost =  0.000512488360982
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  354300 , cost =  0.00497258966789
training @ iter =  354400 , cost =  0.0458328351378
--> train minibatch error =  0.12
-->  8 18800 chunk_18_50000.pkl
training @ iter =  354500 , cost =  0.045769777149
training @ iter =  354600 , cost =  0.00928844604641
training @ iter =  354700 , cost =  0.00825114920735
--> train minibatch error =  0.32
-->  8 30350 chunk_18_50000.pkl
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
training @ iter =  354800 , cost =  0.109467916191
training @ iter =  354900 , cost =  0.00578849576414
training @ iter =  355000 , cost =  0.0301910545677
training @ iter =  355100 , cost =  0.0857079923153
training @ iter =  355200 , cost =  0.00117175432388
training @ iter =  355300 , cost =  0.0089501934126
training @ iter =  355400 , cost =  0.00147338793613
training @ iter =  355500 , cost =  0.0920090600848
training @ iter =  355600 , cost =  0.00154952157754
training @ iter =  355700 , cost =  0.00169027829543
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  355800 , cost =  0.000521298847161
training @ iter =  355900 , cost =  0.000640126119833
iter  355999  validation
epoch 15, iter 356000, validation error 0.761000 %
epoch 15, iter 356000, train minibatch error 2.000000 %
epoch 15, iter 356000, train buffer error 0.200000 %
training @ iter =  356000 , cost =  0.00134883553255
training @ iter =  356100 , cost =  0.0198163110763
training @ iter =  356200 , cost =  0.129482939839
training @ iter =  356300 , cost =  0.0698622614145
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  356400 , cost =  0.106751821935
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  356500 , cost =  0.00137511745561
training @ iter =  356600 , cost =  0.0678925812244
training @ iter =  356700 , cost =  0.00608608266339
training @ iter =  356800 , cost =  0.0409545600414
training @ iter =  356900 , cost =  0.015310222283
training @ iter =  357000 , cost =  0.0056730164215
training @ iter =  357100 , cost =  0.0155224679038
training @ iter =  357200 , cost =  0.00162553181872
training @ iter =  357300 , cost =  0.00114486296661
training @ iter =  357400 , cost =  0.00490829208866
training @ iter =  357500 , cost =  0.00499103963375
training @ iter =  357600 , cost =  0.0816803649068
training @ iter =  357700 , cost =  0.0211741663516
training @ iter =  357800 , cost =  0.00662785908207
training @ iter =  357900 , cost =  0.145168349147
iter  357999  validation
epoch 15, iter 358000, validation error 0.756000 %
epoch 15, iter 358000, train minibatch error 0.000000 %
epoch 15, iter 358000, train buffer error 0.900000 %
training @ iter =  358000 , cost =  0.0655731707811
training @ iter =  358100 , cost =  0.00328674912453
--> train minibatch error =  0.18
-->  12 750 chunk_22_50000.pkl
training @ iter =  358200 , cost =  0.00538964383304
training @ iter =  358300 , cost =  0.00285441987216
training @ iter =  358400 , cost =  0.0229436848313
training @ iter =  358500 , cost =  0.101113393903
training @ iter =  358600 , cost =  0.00117107375991
training @ iter =  358700 , cost =  0.00126676633954
training @ iter =  358800 , cost =  0.060744009912
training @ iter =  358900 , cost =  0.0871382653713
training @ iter =  359000 , cost =  0.00234624091536
training @ iter =  359100 , cost =  0.00129162182566
training @ iter =  359200 , cost =  0.0679475665092
training @ iter =  359300 , cost =  0.024744797498
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  359400 , cost =  0.0033770299051
training @ iter =  359500 , cost =  0.0119407465681
training @ iter =  359600 , cost =  0.13368088007
training @ iter =  359700 , cost =  0.0337744876742
training @ iter =  359800 , cost =  0.00512107368559
training @ iter =  359900 , cost =  0.04489030689
iter  359999  validation
epoch 15, iter 360000, validation error 0.761000 %
epoch 15, iter 360000, train minibatch error 0.000000 %
epoch 15, iter 360000, train buffer error 0.800000 %
training @ iter =  360000 , cost =  0.0068511236459
training @ iter =  360100 , cost =  0.0735965073109
training @ iter =  360200 , cost =  0.0119777014479
training @ iter =  360300 , cost =  0.156279623508
training @ iter =  360400 , cost =  0.00643992284313
training @ iter =  360500 , cost =  0.103115469217
training @ iter =  360600 , cost =  0.0615323968232
training @ iter =  360700 , cost =  0.00236738938838
training @ iter =  360800 , cost =  0.00262414594181
training @ iter =  360900 , cost =  0.0403563417494
training @ iter =  361000 , cost =  0.0329819023609
training @ iter =  361100 , cost =  0.00098088523373
training @ iter =  361200 , cost =  0.0164574608207
training @ iter =  361300 , cost =  0.0043097906746
training @ iter =  361400 , cost =  0.00717466231436
training @ iter =  361500 , cost =  0.111352108419
training @ iter =  361600 , cost =  0.0106931142509
training @ iter =  361700 , cost =  0.00246428186074
training @ iter =  361800 , cost =  0.00157770875376
training @ iter =  361900 , cost =  0.00138629903086
iter  361999  validation
epoch 15, iter 362000, validation error 0.761000 %
epoch 15, iter 362000, train minibatch error 0.000000 %
epoch 15, iter 362000, train buffer error 0.300000 %
training @ iter =  362000 , cost =  0.0030939464923
training @ iter =  362100 , cost =  0.00288754422218
training @ iter =  362200 , cost =  0.0450193174183
training @ iter =  362300 , cost =  0.0125379562378
training @ iter =  362400 , cost =  0.00164609169587
training @ iter =  362500 , cost =  0.0034491866827
training @ iter =  362600 , cost =  0.00568595295772
training @ iter =  362700 , cost =  0.00976772047579
training @ iter =  362800 , cost =  0.014132257551
training @ iter =  362900 , cost =  0.0124039659277
training @ iter =  363000 , cost =  0.0120537420735
training @ iter =  363100 , cost =  0.0735085830092
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  363200 , cost =  0.002198145492
training @ iter =  363300 , cost =  0.0760890170932
training @ iter =  363400 , cost =  0.0343040749431
training @ iter =  363500 , cost =  0.0197060462087
training @ iter =  363600 , cost =  0.000783705327194
